X,Y,Z
0.959537209,-3.20811718,-5.248777141
1.025604314,-3.193110493,-4.464093933
1.031725515,-3.155334832,-3.437805955
0.979472234,-3.11128871,-2.458123604
0.910340716,-3.08639115,-1.875348521
0.867956136,-3.090735677,-1.918781352
0.879162404,-3.113853169,-2.552408586
0.942489692,-3.136092521,-3.497132655
1.025029445,-3.140548549,-4.417423669
1.087987726,-3.122289844,-5.112488247
1.114673145,-3.090343464,-5.565127723
1.11414595,-3.059063918,-5.851281295
1.106347523,-3.035049816,-6.023959604
1.107361183,-3.012925884,-6.060987278
1.121374823,-2.98464655,-5.891074666
1.137658566,-2.948127612,-5.454347807
1.136306655,-2.905331614,-4.757508151
1.103627114,-2.859235169,-3.922448845
1.047117106,-2.81699404,-3.205650299
0.996105726,-2.789665985,-2.90230741
0.983422753,-2.781502531,-3.14472842
1.019967905,-2.782576019,-3.791706892
1.085630357,-2.778328355,-4.5516461
1.147239875,-2.764758466,-5.200413074
1.184636229,-2.748046936,-5.665892555
1.200847477,-2.732028078,-5.966956937
1.211165159,-2.714042318,-6.136763988
1.225171866,-2.692459129,-6.179246861
1.240136008,-2.671877942,-6.048495944
1.248699568,-2.657611976,-5.672778806
1.244223014,-2.65073984,-5.027163673
1.216320659,-2.651962254,-4.204789439
1.15824329,-2.665340772,-3.432013441
1.090033261,-2.693460977,-2.994258903
1.055966721,-2.731421914,-3.076407333
1.079838854,-2.770459973,-3.629851048
1.136651708,-2.807392711,-4.404785277
1.185316362,-2.846526089,-5.125728971
1.210528839,-2.892963032,-5.640139092
1.217584746,-2.947489887,-5.941941508
1.208942489,-3.006140235,-6.101233516
1.187694632,-3.060455181,-6.170630743
1.16621945,-3.097691232,-6.128468313
1.149174978,-3.106539838,-5.903642646
1.120744015,-3.086347011,-5.44859306
1.065781949,-3.048318468,-4.772781845
0.991648069,-3.008034982,-3.944563585
0.916602469,-2.978226836,-3.13611203
0.854419697,-2.96745542,-2.637766235
0.822852701,-2.978874791,-2.704164948
0.844037091,-3.004328702,-3.323882622
0.915133214,-3.025848549,-4.200138061
0.996585395,-3.028787421,-4.995976364
1.05188473,-3.013363706,-5.551622736
1.081439904,-2.991920826,-5.864048988
1.100387867,-2.977029047,-5.947243492
1.103833285,-2.972897344,-5.774656806
1.074647781,-2.97339582,-5.316997742
1.01054094,-2.967933954,-4.586040507
0.924011587,-2.952691303,-3.667866529
0.831208457,-2.936885859,-2.773338996
0.755347894,-2.93469811,-2.219632086
0.726937758,-2.948208071,-2.257284354
0.762577467,-2.963384521,-2.867489145
0.845227293,-2.967984259,-3.767310216
0.935649617,-2.966846003,-4.63097844
1.001042725,-2.973324019,-5.278000307
1.031924287,-2.99176808,-5.678993066
1.037764776,-3.013494949,-5.86599001
1.031366945,-3.026083351,-5.849552422
1.017524388,-3.021757224,-5.590664083
0.992262808,-2.999354642,-5.048851615
0.949331525,-2.965999007,-4.27360778
0.88635042,-2.936673634,-3.447678318
0.813985088,-2.925166692,-2.833397073
0.763435433,-2.932582031,-2.656145335
0.770846388,-2.948336791,-2.980253483
0.841602129,-2.962792219,-3.658871234
0.938907665,-2.974684081,-4.426149959
1.020133432,-2.987326458,-5.067459023
1.072281072,-3.002811986,-5.511021987
1.103020952,-3.021882647,-5.791932479
1.116027805,-3.044943793,-5.967496609
1.111251659,-3.06901679,-6.053519507
1.096297332,-3.086488413,-6.006826987
1.079213633,-3.091084493,-5.764191486
1.057105165,-3.083487952,-5.302458815
1.023570548,-3.068416319,-4.651865552
0.978336375,-3.049933791,-3.881347395
0.922307598,-3.032858181,-3.13772055
0.859355818,-3.026102494,-2.670967917
0.813105964,-3.037771767,-2.709167846
0.820640393,-3.064390579,-3.254253724
0.889962439,-3.091006322,-4.054579282
0.979918082,-3.104843846,-4.809019942
1.042555318,-3.105752272,-5.362237189
1.069194344,-3.101692629,-5.714740993
1.079288647,-3.098673436,-5.918929577
1.083726584,-3.097694725,-5.997405742
1.078159649,-3.096583346,-5.919646204
1.059056711,-3.091562178,-5.621797533
1.027541284,-3.079561439,-5.065348829
0.98253914,-3.062652361,-4.307860216
0.921920071,-3.048778822,-3.537795758
0.853780955,-3.045656659,-3.025893152
0.80285954,-3.055363488,-2.987433238
0.797828697,-3.075514604,-3.437399675
0.845752691,-3.102021929,-4.168323274
0.922793825,-3.128708724,-4.891703455
0.996615723,-3.149205642,-5.420890096
1.051483969,-3.162654956,-5.738209921
1.087743864,-3.174347362,-5.917581272
1.109225449,-3.186738978,-6.004929385
1.120759317,-3.193099361,-5.971244362
1.12829688,-3.184112741,-5.752855391
1.129520168,-3.157670481,-5.308012159
1.110158618,-3.120052419,-4.640233632
1.059096489,-3.080800637,-3.822217799
0.986436081,-3.049996642,-3.046093749
0.921752034,-3.03633133,-2.60168895
0.894314468,-3.042106209,-2.704546232
0.913959255,-3.06108139,-3.313605078
0.966124109,-3.084634886,-4.153286436
1.023558494,-3.109694555,-4.922556306
1.06479481,-3.136923079,-5.463330607
1.086276691,-3.164018289,-5.755734892
1.096790912,-3.183696894,-5.8219454
1.100179463,-3.187088738,-5.653832825
1.087700135,-3.168218764,-5.216815183
1.048939401,-3.127118956,-4.50963604
0.985436894,-3.074136981,-3.635130739
0.909212045,-3.028795697,-2.833025766
0.838349293,-3.008268191,-2.408523165
0.799131796,-3.015030673,-2.557311869
0.815228312,-3.038394652,-3.212871478
0.880471021,-3.068034962,-4.087549173
0.954261639,-3.101211151,-4.882701791
1.000223928,-3.138096299,-5.450154603
1.017992344,-3.175778807,-5.78988088
1.026098658,-3.210395895,-5.969324674
1.03342038,-3.24081541,-6.047737211
1.042074957,-3.264827061,-6.019957311
1.056404541,-3.273610861,-5.803878994
1.067961852,-3.256128321,-5.311927496
1.049530743,-3.212360556,-4.545275749
0.986358509,-3.158002742,-3.620926883
0.902491327,-3.113958688,-2.753948639
0.839684849,-3.09230993,-2.225417468
0.822337124,-3.090949983,-2.269305593
0.852695656,-3.098207784,-2.891113241
0.921386148,-3.102239362,-3.816008281
1.007056993,-3.100191604,-4.687111971
1.079310783,-3.099297695,-5.312119745
1.121306334,-3.108096732,-5.699367838
1.141976505,-3.125478044,-5.925059323
1.15523348,-3.140016421,-6.027724278
1.15949307,-3.140467645,-5.996392879
1.147204859,-3.123305593,-5.782058703
1.119900715,-3.089499598,-5.317379047
1.080629084,-3.040416272,-4.575896446
1.023553313,-2.983392971,-3.639549965
0.945867805,-2.9354777,-2.713332384
0.865337025,-2.914933095,-2.07286913
0.81454594,-2.928244548,-1.955418614
0.818493292,-2.965260113,-2.422977922
0.879354577,-3.0066763,-3.290890256
0.975268169,-3.036373577,-4.228933623
1.071034379,-3.050923718,-4.975906288
1.136480584,-3.058921892,-5.461641715
1.16372913,-3.069451821,-5.726487623
1.166226533,-3.080498622,-5.768527266
1.157647861,-3.080326953,-5.509764013
1.134900651,-3.061002177,-4.900758764
1.083724481,-3.02557767,-4.005886427
0.998310395,-2.985099381,-2.988196471
0.892165298,-2.955587408,-2.080748657
0.796785073,-2.957176765,-1.572408897
0.751731875,-3.00441693,-1.690761371
0.782509429,-3.087077588,-2.401659639
0.876836619,-3.168654854,-3.38693731
0.986796296,-3.213811945,-4.290815244
1.065809574,-3.216672119,-4.95190538
1.101760625,-3.198673037,-5.385839887
1.112124349,-3.183612526,-5.632821813
1.11614895,-3.179069185,-5.676081005
1.117234275,-3.175306549,-5.454841743
1.106124422,-3.155850478,-4.916256943
1.072270686,-3.110486778,-4.087502804
1.01603316,-3.044523468,-3.143668847
0.955286001,-2.977568022,-2.395468892
0.918515849,-2.929091811,-2.144235945
0.926764584,-2.904699599,-2.491318873
0.978444478,-2.897994962,-3.266586305
1.050815158,-2.900922058,-4.154703136
1.115354467,-2.907531999,-4.893485025
1.154928952,-2.913214931,-5.37793226
1.170002105,-2.915428782,-5.642934783
1.171338408,-2.91453334,-5.775126419
1.170101044,-2.911394282,-5.810823497
1.173088479,-2.9047079,-5.697951466
1.1799875,-2.89192449,-5.354292111
1.18035931,-2.870230449,-4.752719034
1.157015419,-2.837735251,-3.9425392
1.100123105,-2.79781773,-3.048945154
1.022611574,-2.764221086,-2.30017326
0.959707868,-2.75516176,-1.979326212
0.946253283,-2.775675128,-2.236176312
0.987434318,-2.81004298,-2.941994401
1.052361348,-2.836901084,-3.789077486
1.101470723,-2.848863763,-4.526456864
1.118533096,-2.852681856,-5.060396217
1.11575219,-2.855538837,-5.373555446
1.112607195,-2.855897322,-5.437694522
1.113679996,-2.845034926,-5.207103791
1.106105448,-2.815672984,-4.661560101
1.074760006,-2.769601429,-3.852677336
1.018075427,-2.721152511,-2.944432957
0.949317538,-2.691293915,-2.210525259
0.889914422,-2.692862258,-1.933993928
0.864002949,-2.721504901,-2.238678478
0.887503681,-2.762777537,-2.990792173
0.951895201,-2.805673805,-3.888696148
1.024949812,-2.845644711,-4.667219524
1.078242416,-2.880040975,-5.218300789
1.1081051,-2.903622961,-5.54813092
1.124594129,-2.907602494,-5.657032725
1.130005415,-2.88420609,-5.48172659
1.116833784,-2.833873921,-4.954388805
1.079936765,-2.771463316,-4.108058043
1.021405564,-2.720758196,-3.109744677
0.951228839,-2.698637684,-2.208876288
0.88983931,-2.705768159,-1.67561822
0.863720939,-2.732928352,-1.714928062
0.889057884,-2.771896743,-2.328157503
0.957871738,-2.815930129,-3.258552096
1.04342356,-2.857044273,-4.160067746
1.117805118,-2.888815608,-4.839100783
1.166146497,-2.910041923,-5.299352692
1.189957373,-2.922470328,-5.591720382
1.200787581,-2.925861073,-5.695864197
1.207622457,-2.917881087,-5.542508914
1.205601234,-2.896539802,-5.086699619
1.179447288,-2.863056666,-4.347519108
1.121221497,-2.825022482,-3.432126507
1.044685128,-2.798363528,-2.567169992
0.979921486,-2.800531054,-2.065220997
0.954242154,-2.835171414,-2.155571703
0.976893298,-2.886820608,-2.802806985
1.036012265,-2.933797153,-3.721549191
1.10738465,-2.964484277,-4.59118782
1.167427656,-2.97950908,-5.237514271
1.203792285,-2.984464668,-5.631374076
1.215849857,-2.984441612,-5.785951653
1.206415495,-2.980675465,-5.675375146
1.175620038,-2.96954345,-5.239962428
1.122534931,-2.946589293,-4.476909435
1.053326111,-2.915073102,-3.546713854
0.985290938,-2.887537079,-2.771058852
0.942882893,-2.873941482,-2.470429314
0.947432047,-2.871859063,-2.765353416
1.00298888,-2.872376815,-3.50622704
1.08890112,-2.871562199,-4.385182775
1.169984518,-2.871634554,-5.129690799
1.221590652,-2.875052303,-5.62691154
1.244811152,-2.881592484,-5.911433175
1.255741417,-2.889120307,-6.046554136
1.264370773,-2.892908358,-6.01701002
1.266045296,-2.885816419,-5.738833553
1.248441764,-2.862755166,-5.165029904
1.202324974,-2.824293337,-4.359402735
1.131212488,-2.776640625,-3.485481739
1.05588826,-2.730369629,-2.778064686
1.005909027,-2.699958631,-2.491960704
1.000054086,-2.697799008,-2.759103914
1.033961786,-2.722238159,-3.454463387
1.087923263,-2.755772962,-4.272791265
1.141677851,-2.780414776,-4.968401992
1.181421017,-2.793298029,-5.47648238
1.201288448,-2.803601833,-5.828245574
1.205629676,-2.818409622,-6.044210546
1.206698995,-2.835717757,-6.120215662
1.212688413,-2.84751303,-6.034166512
1.216971831,-2.845579142,-5.733286372
1.201579172,-2.825651451,-5.165581002
1.152415873,-2.792949019,-4.363132133
1.072896386,-2.763831994,-3.503087486
0.988525096,-2.757464616,-2.873116921
0.937745355,-2.783134459,-2.726976766
0.947335541,-2.835254294,-3.112322071
1.007629776,-2.899266653,-3.831164027
1.077141601,-2.959202511,-4.589660534
1.120971157,-3.00341179,-5.190072437
1.13757149,-3.027679108,-5.591676624
1.143242396,-3.034790715,-5.842701061
1.146058244,-3.031325187,-5.99054442
1.145658146,-3.023321913,-6.032761997
1.144391969,-3.016008645,-5.915455689
1.142348708,-3.014402155,-5.575170579
1.129558446,-3.021273199,-5.006235783
