Image,Registration Status,X,Y,Z
0,success,0.0,0.28825686076841583,-6.786385035431842
1,success,4.314887024818546,0.28825686076841583,-12.832231013884458
2,success,4.314887024818546,0.2759788782126623,-7.001782858186836
3,success,4.371958112600635,0.2759788782126623,-12.789682350544279
4,success,4.371958112600635,0.41216169460485336,-6.745577208853824
5,success,4.584189020861332,0.41216169460485336,-12.27346575632847
6,success,4.584189020861332,0.6634718057459513,-6.1324023421725276
7,success,4.920530920443268,0.6634718057459513,-11.454029940148386
8,success,4.920530920443268,0.9745702507209065,-5.355921135592885
9,success,5.290433197710302,0.9745702507209065,-10.598824190850305
10,success,5.290433197710302,1.2840687538512199,-4.688215217276588
11,success,5.608538886277266,1.2840687538512199,-9.987748361824924
12,success,5.608538886277266,1.5192105127066151,-4.359598611563573
13,success,5.771465526970086,1.5192105127066151,-9.849896224912445
14,success,5.771465526970086,1.5354291105168576,-4.488384327366295
15,success,5.725254563971958,1.5354291105168576,-10.251260718922497
16,success,5.725254563971958,1.2943709978719138,-5.060619623304715
17,success,5.491206727557612,1.2943709978719138,-11.082750813574
18,success,5.491206727557612,0.9253039993768107,-5.915566808800124
19,success,5.134851930031541,0.9253039993768107,-12.124473535503416
20,success,5.134851930031541,0.5724344616576442,-6.860892425617667
21,success,4.781276261074575,0.5724344616576442,-13.127650205245988
22,success,4.781276261074575,0.2972929027822246,-7.697804210234466
23,success,4.506897475937694,0.2972929027822246,-13.868699261212193
24,success,4.506897475937694,0.12247793514070136,-8.21642129075969
25,success,4.377632360853164,0.12247793514070136,-14.230492997687556
26,success,4.377632360853164,0.060272348959743025,-8.339817823448088
27,success,4.401280721308414,0.060272348959743025,-14.149907289425096
28,success,4.401280721308414,0.1224335521500405,-8.063409504186351
29,success,4.550382853192047,0.1224335521500405,-13.647042008527443
30,success,4.550382853192047,0.2812276220574896,-7.432702322447602
31,success,4.776117657899491,0.2812276220574896,-12.856140641848885
32,success,4.776117657899491,0.4997752201144841,-6.589974921533859
33,success,5.008667972614129,0.4997752201144841,-11.950788639214363
34,success,5.008667972614129,0.7368431890883604,-5.804364201720004
35,success,5.186457398599072,0.7368431890883604,-11.189487638216354
36,success,5.186457398599072,0.9054252276652889,-5.259563220237483
37,success,5.260591138764414,0.9054252276652889,-10.80839153476132
38,success,5.260591138764414,0.9502139614932094,-5.135771772927303
39,success,5.208896233826836,0.9502139614932094,-10.925238187324663
40,success,5.208896233826836,0.8600731998316327,-5.4743869931138605
41,success,5.045894626482382,0.8600731998316327,-11.517069948609226
42,success,5.045894626482382,0.6690130912820809,-6.193434354650634
43,success,4.813201498286336,0.6690130912820809,-12.4396527436848
44,success,4.813201498286336,0.4368632042555047,-7.135261172992189
45,success,4.566600925576918,0.4368632042555047,-13.463994914243894
46,success,4.566600925576918,0.2266443661261099,-8.093564277604642
47,success,4.359420424936335,0.2266443661261099,-14.410692949035631
48,success,4.359420424936335,0.04588750971841653,-8.870067400778167
49,success,4.220227572902329,0.04588750971841653,-15.138115744595414
50,success,4.220227572902329,-0.0797079293220597,-9.434803396147714
51,success,4.159817108543713,-0.0797079293220597,-15.572532462684066
52,success,4.159817108543713,-0.14401012382013464,-9.70742632625268
53,success,4.178174759883135,-0.14401012382013464,-15.700942197894609
54,success,4.178174759883135,-0.15470212982079717,-9.69300836220521
55,success,4.257942655602825,-0.15470212982079717,-15.549242203325278
56,success,4.257942655602825,-0.1323881221380995,-9.435620986469015
57,success,4.373618067923774,-0.1323881221380995,-15.187708132599228
58,success,4.373618067923774,-0.08755181794681037,-9.011713267776367
59,success,4.485927117715211,-0.08755181794681037,-14.717960690113062
60,success,4.485927117715211,-0.046301726948568954,-8.557181115468726
61,success,4.567879071176065,-0.046301726948568954,-14.269046383884165
62,success,4.567879071176065,-0.01609721933624081,-8.191027893817397
63,success,4.59099915481633,-0.01609721933624081,-13.973745974178966
64,success,4.59099915481633,-0.01093573493002109,-8.008067530636028
65,success,4.549808986994979,-0.01093573493002109,-13.907571677457257
66,success,4.549808986994979,-0.034000869069724576,-8.055829799266998
67,success,4.4599768781292655,-0.034000869069724576,-14.074149937790605
68,success,4.4599768781292655,-0.08127543332628616,-8.299140090640206
69,success,4.368334370607458,-0.08127543332628616,-14.410218407228477
70,success,4.368334370607458,-0.13581961398355533,-8.64364186924151
71,success,4.2947738824192685,-0.13581961398355533,-14.798815305792802
72,success,4.2947738824192685,-0.18233860317337894,-8.993196663659694
73,success,4.265875600939802,-0.18233860317337894,-15.128815289808742
74,success,4.265875600939802,-0.210246104595107,-9.279864515028308
75,success,4.281974324472481,-0.210246104595107,-15.355812174512094
76,success,4.281974324472481,-0.2194380978344766,-9.456707524194325
77,success,4.324884455718123,-0.2194380978344766,-15.477892666940201
78,success,4.324884455718123,-0.21242569649981816,-9.549803904677198
79,success,4.367372431423136,-0.21242569649981816,-15.536058207721926
80,success,4.367372431423136,-0.2031195479019249,-9.604668763638076
81,success,4.397641284483085,-0.2031195479019249,-15.580750061595687
82,success,4.397641284483085,-0.1948350739387873,-9.653992975123577
83,success,4.414950988371944,-0.1948350739387873,-15.627341556456829
84,success,4.414950988371944,-0.19068756653715263,-9.705879698356913
85,success,4.439408289574236,-0.19068756653715263,-15.663606971559068
86,success,4.439408289574236,-0.18150746402166307,-9.729280494105353
87,success,4.500565242745134,-0.18150746402166307,-15.65723324443437
88,success,4.500565242745134,-0.17069231236692609,-9.69057494581877
89,success,4.609705281462545,-0.17069231236692609,-15.578794855815975
90,success,4.609705281462545,-0.16105763837907144,-9.578949037484087
91,success,4.747843740018759,-0.16105763837907144,-15.43595008388672
92,success,4.747843740018759,-0.16204995377753678,-9.413336837834393
93,success,4.8767274375155285,-0.16204995377753678,-15.262921834100016
94,success,4.8767274375155285,-0.17951780129778522,-9.231577318510322
95,success,4.964633935174343,-0.17951780129778522,-15.093910194450961
96,success,4.964633935174343,-0.21375161609312066,-9.050669437738716
97,success,4.999958786113476,-0.21375161609312066,-14.913591424562066
98,success,4.999958786113476,-0.23620442097708383,-8.840200993244451
99,success,5.003400844871826,-0.23620442097708383,-14.64278860783064
100,success,5.003400844871826,-0.20177587286131193,-8.480794050461583
101,success,5.0245973222509015,-0.20177587286131193,-14.126467738243493
102,success,5.0245973222509015,-0.051752594735657895,-7.817778150615991
103,success,5.1115512797910325,-0.051752594735657895,-13.211445463711879
104,success,5.1115512797910325,0.24393804272375008,-6.73734090683819
105,success,5.298885608820593,0.24393804272375008,-11.87368076103859
106,success,5.298885608820593,0.7039872340887426,-5.32573968490111
107,success,5.5900323812902695,0.7039872340887426,-10.208455515892718
108,success,5.5900323812902695,1.3110602301060517,-3.767271032300692
109,success,5.9457539635679755,1.3110602301060517,-8.544875954997773
110,success,5.9457539635679755,1.9350856380851245,-2.465781415353333
111,success,6.300492957486614,1.9350856380851245,-7.285087819065679
112,success,6.300492957486614,2.4019324957033774,-1.7556011029332605
113,success,6.540200146876089,2.4019324957033774,-6.821022328744914
114,success,6.540200146876089,2.58855187347868,-1.7881046346130187
115,success,6.57123832779668,2.58855187347868,-7.197329192206401
116,success,6.57123832779668,2.4152685446556896,-2.4444896443891597
117,success,6.411624588653714,2.4152685446556896,-8.170338590401066
118,success,6.411624588653714,2.04680396024289,-3.3586763135208253
119,success,6.13684042824593,2.04680396024289,-9.16800786683304
120,success,6.13684042824593,1.6995333393738057,-4.032898823756955
121,success,5.848878188580201,1.6995333393738057,-9.648818419624867
122,success,5.848878188580201,1.5351597236570256,-4.082921245041186
123,success,5.701397502432255,1.5351597236570256,-9.284853331770925
124,success,5.701397502432255,1.730645567668698,-3.378902663729791
125,success,5.850260704700314,1.730645567668698,-8.077906808640426
126,success,5.850260704700314,2.2988573491423256,-2.0978436889541987
127,success,6.429838999018286,2.2988573491423256,-6.433980218485939
128,success,6.429838999018286,3.146347004680203,-0.7842448123180361
129,success,7.523091797890146,3.146347004680203,-4.887069829465107
130,success,7.523091797890146,3.6751226598982227,0.03957835492035677
131,success,8.467198845180146,3.6751226598982227,-4.1768944467642015
132,success,8.467198845180146,3.7665672495213474,0.2244181612978906
133,success,9.088516225104737,3.7665672495213474,-4.3252797864394115
134,success,9.088516225104737,3.955496619232746,-0.3520753653179334
135,success,9.087686944405723,3.955496619232746,-5.340939210390749
136,success,9.087686944405723,3.6844391689515397,-1.4833991883107212
137,success,8.65095031992357,3.6844391689515397,-6.791858760471258
138,success,8.65095031992357,2.9847815527648454,-2.6721067599837465
139,success,7.998323925162934,2.9847815527648454,-8.063836697194112
140,success,7.998323925162934,2.4543117706889737,-3.463195464745799
141,success,7.278286715443295,2.4543117706889737,-8.671164262650986
142,success,7.278286715443295,2.390604823398223,-3.5175619751064877
143,success,6.735503302571626,2.390604823398223,-8.450916723372483
144,success,6.735503302571626,2.502573324411662,-2.888170760796479
145,success,6.559499734501154,2.502573324411662,-7.554389323658216
146,success,6.559499734501154,2.7694811933706998,-1.9922605202885189
147,success,6.811525710124933,2.7694811933706998,-6.502954648938365
148,success,6.811525710124933,3.271822628705726,-1.2411978476115815
149,success,7.338738709039353,3.271822628705726,-5.7665358534064595
150,success,7.338738709039353,3.4454507954401414,-1.0459796192455633
151,success,7.672660449095558,3.4454507954401414,-5.7981474500665655
152,success,7.672660449095558,3.376872196417832,-1.5543391945253688
153,success,7.4686804446843205,3.376872196417832,-6.73518822748423
154,success,7.4686804446843205,3.0515091726380006,-2.658139948675637
155,success,6.9743074237797185,3.0515091726380006,-8.327235892553626
156,success,6.9743074237797185,2.5973571979503918,-4.106683524144554
157,success,6.382263701659084,2.5973571979503918,-10.172244723895945
158,success,6.382263701659084,1.6433081957898572,-5.538153725953047
159,success,5.805279262459448,1.6433081957898572,-11.776516919029076
160,success,5.805279262459448,0.887503811051665,-6.699114651247561
161,success,5.334617200240388,0.887503811051665,-12.876351252134906
162,success,5.334617200240388,0.513098513365785,-7.4045829698463965
163,success,5.029724367992049,0.513098513365785,-13.386320381423793
164,success,5.029724367992049,0.4176222828630271,-7.633829324416425
165,success,4.90463454247054,0.4176222828630271,-13.415436583199767
166,success,4.90463454247054,0.4694471969897294,-7.514655986064066
167,success,4.8972347292323235,0.4694471969897294,-13.19045112392781
168,success,4.8972347292323235,0.576829464040598,-7.287894779096877
169,success,4.950205964248087,0.576829464040598,-12.965827683251872
170,success,4.950205964248087,0.653987752999569,-7.165510197261586
171,success,5.000102670129096,0.653987752999569,-12.945556912237945
172,success,5.000102670129096,0.6520399538524199,-7.285844621860244
173,success,5.026249871228943,0.6520399538524199,-13.20663804496228
174,success,5.026249871228943,0.5691011065564598,-7.661169724634366
175,success,5.028227787579445,0.5691011065564598,-13.714904387671355
176,success,5.028227787579445,0.4400283117926797,-8.203812469895167
177,success,5.006382358521003,0.4400283117926797,-14.336156716521241
178,success,5.006382358521003,0.3005587523478673,-8.796617281273269
179,success,4.957837586548402,0.3005587523478673,-14.951517742474977
180,success,4.957837586548402,0.18078275668416605,-9.355968506420682
181,success,4.867779271535405,0.18078275668416605,-15.474504850859987
182,success,4.867779271535405,0.08747474377135932,-9.808612242434116
183,success,4.74024364258496,0.08747474377135932,-15.879435997486038
184,success,4.74024364258496,0.018148084211841914,-10.141170918459245
185,success,4.596229393274503,0.018148084211841914,-16.16277181195242
186,success,4.596229393274503,-0.0341496604753288,-10.349919111450667
187,success,4.472165694655478,-0.0341496604753288,-16.31990874390444
188,success,4.472165694655478,-0.06768994530808067,-10.42838885685326
189,success,4.409332725816183,-0.06768994530808067,-16.329561852600065
190,success,4.409332725816183,-0.0768972028061176,-10.339997109336894
191,success,4.426587679259721,-0.0768972028061176,-16.133333394933118
192,success,4.426587679259721,-0.028020696677556065,-10.032671234866992
193,success,4.534756529833147,-0.028020696677556065,-15.6728904257742
194,success,4.534756529833147,0.09422254118005481,-9.439979789912407
195,success,4.716730571235551,0.09422254118005481,-14.913262718193986
196,success,4.716730571235551,0.29619737523707457,-8.567574427815648
197,success,4.938805340166276,0.29619737523707457,-13.861839962303923
198,success,4.938805340166276,0.5709399799990287,-7.481503503836166
199,success,5.171938124716506,0.5709399799990287,-12.6343768770436
200,success,5.171938124716506,0.8853672476507713,-6.32050262328122
201,success,5.391787504206798,0.8853672476507713,-11.44065575209199
202,success,5.391787504206798,1.1646573952639185,-5.336699761762581
203,success,5.545323906697039,1.1646573952639185,-10.534964382062155
204,success,5.545323906697039,1.3310917779595273,-4.7128990187396225
205,success,5.600335083132571,1.3310917779595273,-10.134625913627705
206,success,5.600335083132571,1.327258598065133,-4.613636391029118
207,success,5.54957067421727,1.327258598065133,-10.345311671302213
208,success,5.54957067421727,1.1602991645126661,-5.062640845197587
209,success,5.3993665282224494,1.1602991645126661,-11.101392694416035
210,success,5.3993665282224494,0.8845892903829545,-5.938559794004799
211,success,5.174163034330208,0.8845892903829545,-12.213792576077251
212,success,5.174163034330208,0.5825638782422395,-7.044905414670123
213,success,4.936487462421637,0.5825638782422395,-13.433309603639007
214,success,4.936487462421637,0.32104766447172606,-8.172859454318784
215,success,4.7070933208458525,0.32104766447172606,-14.545600506341753
216,success,4.7070933208458525,0.11954272786252838,-9.123386852951068
217,success,4.506218995745231,0.11954272786252838,-15.421608939498167
218,success,4.506218995745231,-0.02617079160539626,-9.850960835395963
219,success,4.358881384139999,-0.02617079160539626,-16.041857565220763
220,success,4.358881384139999,-0.13134759989836667,-10.31444994678702
221,success,4.264006947205604,-0.13134759989836667,-16.424686081099438
222,success,4.264006947205604,-0.19875934904565673,-10.577700862137098
223,success,4.21311748315763,-0.19875934904565673,-16.630777074954043
224,success,4.21311748315763,-0.2447398688661389,-10.69683229370807
225,success,4.206727545920863,-0.2447398688661389,-16.708432350639438
226,success,4.206727545920863,-0.27193035873887356,-10.718346950046213
227,success,4.243819453666526,-0.27193035873887356,-16.687108494101132
228,success,4.243819453666526,-0.27877211730495915,-10.659058187364808
229,success,4.321600270181579,-0.27877211730495915,-16.573336031777313
230,success,4.321600270181579,-0.26504816756505617,-10.521620568753855
231,success,4.440681421876543,-0.26504816756505617,-16.377280886878328
232,success,4.440681421876543,-0.23379392035929475,-10.310418701621543
233,success,4.58717607997179,-0.23379392035929475,-16.123598980332915
234,success,4.58717607997179,-0.19559124838340944,-10.048632047931841
235,success,4.742272946743903,-0.19559124838340944,-15.848738623391883
236,success,4.742272946743903,-0.15129125843327346,-9.78744679600911
237,success,4.881870507988806,-0.15129125843327346,-15.60348577522458
238,success,4.881870507988806,-0.11439443319237833,-9.589332997225348
239,success,4.990492571765374,-0.11439443319237833,-15.445031147669198
240,success,4.990492571765374,-0.09122009238834165,-9.492637442594175
241,success,5.070740086511842,-0.09122009238834165,-15.410207941769134
242,success,5.070740086511842,-0.0814851851593696,-9.51837637276853
243,success,5.140491959818921,-0.0814851851593696,-15.488593899420934
244,success,5.140491959818921,-0.07561735842497008,-9.649698631279367
245,success,5.223641743034346,-0.07561735842497008,-15.648978857473628
246,success,5.223641743034346,-0.06591913492485257,-9.841798882468513
247,success,5.32245074283725,-0.06591913492485257,-15.840487401836265
248,success,5.32245074283725,-0.03921093881744387,-10.038091114628717
249,success,5.433221037496303,-0.03921093881744387,-16.011409238302953
250,success,5.433221037496303,0.009539927165438097,-10.187871376375993
251,success,5.531256460167016,0.009539927165438097,-16.100411880374036
252,success,5.531256460167016,0.07440557184038475,-10.217733158040978
253,success,5.605462950649897,0.07440557184038475,-16.026302778255882
254,success,5.605462950649897,0.16742576984086355,-10.040966298873615
255,success,5.651705584041572,0.16742576984086355,-15.679903076835034
256,success,5.651705584041572,0.3166332695999775,-9.533755962374304
257,success,5.702538196624972,0.3166332695999775,-14.94044251989155
258,success,5.702538196624972,0.5846443542184853,-8.601036872126983
259,success,5.803427317603338,0.5846443542184853,-13.697310089161356
260,success,5.803427317603338,1.0124053027511024,-7.204120684661203
261,success,6.007759402170082,1.0124053027511024,-11.967524062547408
262,success,6.007759402170082,1.5981813294838876,-5.451458856718027
263,success,6.332841642957698,1.5981813294838876,-9.889859556935267
264,success,6.332841642957698,2.350271894265051,-3.5738719930792744
265,success,6.794932069484558,2.350271894265051,-7.784415481307491
266,success,6.794932069484558,2.8628627698977613,-1.9422216185580954
267,success,7.332861574805881,2.8628627698977613,-6.107986389192426
268,success,7.332861574805881,3.1163182585307947,-0.828679489109474
269,success,7.770642902742344,3.1163182585307947,-5.202311076321378
270,success,7.770642902742344,3.1711603923638836,-0.46711982462310786
271,success,7.949600256584862,3.1711603923638836,-5.29145159000009
272,success,7.949600256584862,2.989748278271622,-0.9377013848685962
273,success,7.848925684878087,2.989748278271622,-6.2596308240851055
274,success,7.848925684878087,2.6160302100892863,-2.0907811922976904
275,success,7.589309592700176,2.6160302100892863,-7.778912517616218
276,success,7.589309592700176,2.1731243423810245,-3.443922127362363
277,success,7.240540150913514,2.1731243423810245,-9.284369202538588
278,success,7.240540150913514,1.825971415906582,-4.599991900539291
279,success,6.8603414415213955,1.825971415906582,-10.291976126613967
