Image,Registration Status,X,Y,Z
127,success,0.050716694,-0.042894416,11.89668758
128,success,0.050716694,0.004748236,10.74287113
129,success,0.090348506,0.004748236,12.08193351
130,success,0.090348506,0.005976455,11.36335934
131,success,0.102328912,0.005976455,12.88342702
132,success,0.102328912,0.035802857,12.52856785
133,success,0.063495894,0.035802857,14.31006641
134,success,0.063495894,0.116638961,13.9593543
135,success,0.01530916,0.116638961,15.398882
136,success,0.01530916,0.115391406,13.81789676
137,success,0.055795725,0.115391406,13.97212624
138,success,0.055795725,0.034385554,12.3796775
139,success,0.123216938,0.034385554,12.80232426
140,success,0.123216938,-0.039929937,11.32296529
141,success,0.116946705,-0.039929937,12.08786771
142,success,0.116946705,-0.108774773,10.76418484
143,success,0.051645186,-0.108774773,11.94388832
144,success,0.051645186,-0.192276695,11.05747425
145,success,-0.0111004,-0.192276695,12.6397818
146,success,-0.0111004,-0.198581714,12.27519397
147,success,-0.017800595,-0.198581714,13.9774485
148,success,-0.017800595,-0.09855626,13.96017329
149,success,-0.097844258,-0.09855626,15.64303002
150,success,-0.097844258,-0.089089371,14.42120614
151,success,-0.079226464,-0.089089371,14.85405167
152,success,-0.079226464,-0.184510209,12.83375148
153,success,-0.00885974,-0.184510209,13.08952213
154,success,-0.00885974,-0.246922124,11.59053266
155,success,0.055735137,-0.246922124,12.29504346
156,success,0.055735137,-0.23628624,10.8327833
157,success,0.062121493,-0.23628624,11.83620081
158,success,0.062121493,-0.22536957,10.51601905
159,success,0.073294581,-0.22536957,11.83144676
160,success,0.073294581,-0.176358542,10.94072884
161,success,0.07079917,-0.176358542,12.52748902
162,success,0.07079917,-0.092473569,12.12286695
163,success,0.082103868,-0.092473569,13.65753033
164,success,0.082103868,0.011498945,13.58807967
165,success,0.041665918,0.011498945,15.2734946
166,success,0.041665918,0.067581282,14.0261249
167,success,0.081871987,0.067581282,14.57083627
168,success,0.081871987,0.061962982,12.71291145
169,success,0.183763885,0.061962982,13.03305299
170,success,0.183763885,0.030812852,11.5788147
171,success,0.205324457,0.030812852,12.30403794
172,success,0.205324457,0.040122647,10.88059214
173,success,0.199098122,0.040122647,11.84758339
174,success,0.199098122,0.05507771,10.52764153
175,success,0.232081812,0.05507771,11.88926515
176,success,0.232081812,0.081364968,11.1060002
177,success,0.268739509,0.081364968,12.7780237
178,success,0.268739509,0.110203268,12.41188863
179,success,0.201661383,0.110203268,14.20081128
180,success,0.201661383,0.11265041,13.88161498
181,success,0.122998328,0.11265041,15.3178371
182,success,0.122998328,0.062486556,13.71791206
183,success,0.137908773,0.062486556,13.88678555
184,success,0.137908773,0.013414719,12.3515284
185,success,0.196504936,0.013414719,12.83233976
186,success,0.196504936,0.016076551,11.38822313
187,success,0.244395497,0.016076551,12.17028321
188,success,0.244395497,0.01526615,10.7578191
189,success,0.288124304,0.01526615,11.8241157
190,success,0.288124304,0.008781738,10.61050175
191,success,0.356624243,0.008781738,12.04941321
192,success,0.356624243,0.005520483,11.35430382
193,success,0.392681477,0.005520483,12.96378392
194,success,0.392681477,0.002006892,12.59789937
195,success,0.237099405,0.002006892,14.30369754
196,success,0.237099405,0.015104157,13.73985305
197,success,0.131904376,0.015104157,14.89203439
198,success,0.131904376,0.033678532,13.18154833
199,success,0.154806726,0.033678532,13.29901846
200,success,0.154806726,0.027803614,11.82578126
201,success,0.203299739,0.027803614,12.37032533
202,success,0.203299739,0.001331481,10.8805754
203,success,0.233322479,0.001331481,11.82482238
204,success,0.233322479,-0.029149938,10.48813137
205,success,0.237365565,-0.029149938,11.74909149
206,success,0.237365565,-0.029127012,10.80349097
207,success,0.21736265,-0.029127012,12.38851963
208,success,0.21736265,-0.011290882,11.94270858
209,success,0.161766831,-0.011290882,13.45310263
210,success,0.161766831,0.008091024,13.38853635
211,success,0.062600467,0.008091024,15.17277719
212,success,0.062600467,-0.004412808,14.1204775
213,success,0.026362541,-0.004412808,14.81459125
214,success,0.026362541,-0.084414952,12.95689668
215,success,0.10126446,-0.084414952,13.1876426
216,success,0.10126446,-0.183747702,11.78098473
217,success,0.142170768,-0.183747702,12.50281972
218,success,0.142170768,-0.219083515,11.14938318
219,success,0.147279166,-0.219083515,12.16967185
220,success,0.147279166,-0.173940247,11.05476079
221,success,0.17070131,-0.173940247,12.44492013
222,success,0.17070131,-0.077126037,11.90494822
223,success,0.184916864,-0.077126037,13.38046905
224,success,0.184916864,-0.040692095,13.39256906
225,success,0.07624497,-0.040692095,15.4645274
226,success,0.07624497,-0.049282532,14.86802322
227,success,0.01330109,-0.049282532,15.84384454
228,success,0.01330109,-0.118583202,14.06306959
229,success,0.040187344,-0.118583202,14.12146711
230,success,0.040187344,-0.219322411,12.42713228
231,success,0.070955846,-0.219322411,12.94557834
232,success,0.070955846,-0.241154016,11.56375541
233,success,0.09800693,-0.241154016,12.42925106
234,success,0.09800693,-0.149626646,11.32211467
235,success,0.176875264,-0.149626646,12.62013188
236,success,0.176875264,-0.021924221,12.06931625
237,success,0.181134995,-0.021924221,13.52356799
238,success,0.181134995,0.019303155,13.46399921
239,success,0.088014303,0.019303155,15.32773177
240,success,0.088014303,0.017889673,14.3630204
241,success,0.049163503,0.017889673,15.10295115
242,success,0.049163503,0.011849049,13.1896506
243,success,0.143421729,0.011849049,13.32774577
244,success,0.143421729,-0.010215185,12.01513843
245,success,0.17847784,-0.010215185,12.66409911
246,success,0.17847784,-0.045579188,11.39307969
247,success,0.168699817,-0.045579188,12.33290133
248,success,0.168699817,-0.082868473,11.17038438
249,success,0.133196075,-0.082868473,12.29690052
250,success,0.133196075,-0.108503151,11.44252963
251,success,0.116193659,-0.108503151,12.87477069
252,success,0.116193659,-0.117079906,12.43824275
253,success,0.083584614,-0.117079906,14.00291126
254,success,0.083584614,-0.113979462,13.7418289
255,success,0.011499744,-0.113979462,15.22167486
256,success,0.011499744,-0.103393299,13.79625637
257,success,0.044366749,-0.103393299,14.08752586
258,success,0.044366749,-0.165522168,12.46458546
259,success,0.067698959,-0.165522168,12.9529252
260,success,0.067698959,-0.220345394,11.5750464
261,success,0.09714682,-0.220345394,12.4028289
262,success,0.09714682,-0.261234321,11.07872802
263,success,0.108695072,-0.261234321,12.12741558
264,success,0.108695072,-0.29987299,10.85022241
265,success,0.123282902,-0.29987299,12.07499592
266,success,0.123282902,-0.26769086,11.04266953
267,success,0.152600071,-0.26769086,12.514943
268,success,0.152600071,-0.202211616,11.93666394
269,success,0.194174917,-0.202211616,13.38086588
270,success,0.194174917,-0.1881261,13.14878361
271,success,0.113800851,-0.1881261,14.82861425
272,success,0.113800851,-0.22683216,13.71395251
273,success,0.086753663,-0.22683216,14.43187443
274,success,0.086753663,-0.201720448,12.72553857
275,success,0.151371906,-0.201720448,13.12297804
276,success,0.151371906,-0.158375617,11.75621363
277,success,0.161569708,-0.158375617,12.51733423
278,success,0.161569708,-0.170301256,11.20572223
279,success,0.11618335,-0.170301256,12.15146176
280,success,0.11618335,-0.219197612,10.82470658
281,success,0.09050231,-0.219197612,11.92338321
282,success,0.09050231,-0.226623067,10.68977029
283,success,0.074204541,-0.226623067,11.99732163
284,success,0.074204541,-0.217809505,11.13575791
285,success,0.058205087,-0.217809505,12.6975044
286,success,0.058205087,-0.260940962,12.22203431
287,success,-0.01634126,-0.260940962,13.73347132
288,success,-0.01634126,-0.299903411,13.41673682
289,success,-0.145587092,-0.299903411,14.89137153
290,success,-0.145587092,-0.279962573,13.44463488
291,success,-0.067161391,-0.279962573,13.77934602
292,success,-0.067161391,-0.254952528,12.29950148
293,success,0.009992341,-0.254952528,12.85642326
294,success,0.009992341,-0.238703121,11.47816153
295,success,0.037989942,-0.238703121,12.3220616
296,success,0.037989942,-0.221773023,10.99979571
297,success,0.077757369,-0.221773023,12.10999706
298,success,0.077757369,-0.174754882,11.07092453
